2025-01-10 00:03, success, 0.048749
2025-01-10 12:01, success, 0.065074
2025-01-11 00:03, success, 0.048636
2025-01-11 12:01, success, 0.056008
2025-01-12 00:03, success, 0.045142
2025-01-12 12:01, success, 0.059962
2025-01-13 00:03, success, 0.047916
2025-01-13 12:01, success, 0.036823
2025-01-14 12:01, success, 0.044908
2025-01-15 00:02, success, 0.064443
2025-01-15 12:01, success, 0.038213
2025-01-16 00:03, success, 0.038460
2025-01-16 12:01, success, 0.055026
2025-01-17 00:03, success, 0.153949
2025-01-17 12:01, success, 0.052506
2025-01-18 00:02, success, 0.103614
2025-01-18 12:01, success, 0.061237
2025-01-19 00:03, success, 0.098933
2025-01-19 12:01, success, 0.057970
2025-01-20 00:03, success, 0.059259
2025-01-20 12:01, success, 0.056393
2025-01-21 00:02, success, 0.080250
2025-01-21 12:01, success, 0.048026
2025-01-22 00:02, success, 0.039711
2025-01-22 12:01, success, 0.059048
2025-01-23 00:03, success, 0.151698
2025-01-23 12:01, success, 0.039466
2025-01-24 00:02, success, 0.046516
2025-01-24 12:01, success, 0.044062
2025-01-25 00:03, success, 0.048013
2025-01-25 12:01, success, 0.062964
2025-01-26 00:03, success, 0.059312
2025-01-26 12:01, success, 0.048228
2025-01-27 00:02, success, 0.082777
2025-01-27 12:01, success, 0.046122
2025-01-28 00:02, success, 0.059284
2025-01-28 12:01, success, 0.059852
2025-01-29 00:03, success, 0.046901
2025-01-29 12:01, success, 0.038175
2025-01-30 00:02, success, 0.054069
2025-01-30 12:01, success, 0.061835
2025-01-31 00:02, success, 0.045204
2025-01-31 12:01, success, 0.044317
2025-02-01 00:03, success, 0.061259
2025-02-01 12:01, success, 0.055672
2025-02-02 00:03, success, 0.104003
2025-02-02 12:01, success, 0.050298
2025-02-03 00:02, success, 0.045301
2025-02-03 12:01, success, 0.039936
2025-02-04 00:02, success, 0.045410
2025-02-04 12:01, success, 0.045645
2025-02-05 00:03, success, 0.046082
2025-02-05 12:01, success, 0.057604
2025-02-06 00:03, success, 0.059545
2025-02-06 12:01, success, 0.045116
2025-02-07 00:02, success, 0.056144
2025-02-07 12:01, success, 0.036840
2025-02-08 00:03, success, 0.058912
2025-02-08 12:01, success, 0.056360
2025-02-09 00:03, success, 0.051546
2025-02-09 12:01, success, 0.047402
2025-02-10 00:03, success, 0.054048
2025-02-10 12:01, success, 0.051351
2025-02-11 00:02, success, 0.037522
2025-02-11 12:01, success, 0.063012
2025-02-12 00:03, success, 0.064015
2025-02-12 12:01, success, 0.044779
2025-02-13 00:03, success, 0.051617
2025-02-13 12:01, success, 0.046212
2025-02-14 00:03, success, 0.049097
2025-02-14 12:01, success, 0.060767
2025-02-15 00:02, success, 0.127072
2025-02-15 12:01, success, 0.070495
2025-02-16 00:03, success, 0.118244
2025-02-16 12:01, success, 0.048298
2025-02-17 00:03, success, 0.079855
2025-02-17 12:01, success, 0.049391
2025-02-18 00:03, success, 0.055882
2025-02-18 12:01, success, 0.064243
2025-02-19 00:02, success, 0.048824
2025-02-19 12:01, success, 0.048505
2025-02-20 00:03, success, 0.046260
2025-02-20 12:01, success, 0.044668
2025-02-21 00:03, success, 0.038352
2025-02-21 12:01, success, 0.053651
2025-02-22 00:02, success, 0.043758
2025-02-22 12:01, success, 0.045532
2025-02-23 00:03, success, 0.058960
2025-02-23 12:01, success, 0.051263
2025-02-24 00:03, success, 0.091503
2025-02-24 12:01, success, 0.047533
2025-02-25 00:02, success, 0.045566
2025-02-25 12:01, success, 0.057930
2025-02-26 00:03, success, 0.050832
2025-02-26 12:01, success, 0.053066
2025-02-27 00:03, success, 0.066408
2025-02-27 12:01, success, 0.046078
2025-02-28 00:02, success, 0.066548
2025-02-28 12:01, success, 0.047706
2025-03-01 00:03, success, 0.041735
2025-03-01 12:01, success, 0.054882
2025-03-02 00:03, success, 0.045574
2025-03-02 12:01, success, 0.056689
2025-03-03 00:03, success, 0.038243
2025-03-03 12:01, success, 0.044736
2025-03-04 00:03, success, 0.062260
2025-03-04 12:01, success, 0.036635
2025-03-05 00:03, success, 0.063283
2025-03-05 12:01, success, 0.067458
2025-03-06 00:03, success, 0.086121
2025-03-06 12:01, success, 0.054510
2025-03-07 00:03, success, 0.044829
2025-03-07 12:01, success, 0.047101
2025-03-08 00:02, success, 0.204491
2025-03-08 12:01, success, 0.046475
2025-03-09 00:02, success, 0.044210
2025-03-09 12:01, success, 0.046810
2025-03-10 00:02, success, 0.050562
2025-03-10 12:01, success, 0.052020
2025-03-11 00:03, success, 0.599110
2025-03-11 12:01, success, 0.045264
2025-03-12 00:03, success, 0.045042
2025-03-12 12:01, success, 0.047605
2025-03-13 00:03, success, 0.056702
2025-03-13 12:01, success, 0.045401
2025-03-14 00:02, success, 0.045779
2025-03-14 12:01, success, 0.035838
2025-03-15 00:02, success, 0.046287
2025-03-15 12:01, success, 0.043804
2025-03-16 00:03, success, 0.065114
2025-03-16 12:01, success, 0.047599
2025-03-17 00:03, success, 0.057524
2025-03-17 12:01, success, 0.058296
2025-03-18 00:02, success, 0.058177
2025-03-18 12:01, success, 0.057283
2025-03-19 00:03, success, 0.082691
2025-03-19 12:01, success, 0.048020
2025-03-20 00:02, success, 0.127151
2025-03-20 12:01, success, 0.045385
2025-03-21 00:03, success, 0.165288
2025-03-21 12:01, success, 0.036427
2025-03-22 00:03, success, 0.249513
2025-03-22 12:01, success, 0.055869
2025-03-23 00:03, success, 0.048752
2025-03-23 12:01, success, 0.051706
2025-03-24 00:03, success, 0.037743
2025-03-24 12:01, success, 0.051187
2025-03-25 00:03, success, 0.177539
2025-03-25 12:01, success, 0.053226
2025-03-26 00:03, success, 0.078338
2025-03-26 12:01, success, 0.045109
2025-03-27 00:03, success, 0.044363
2025-03-27 12:01, success, 0.060985
2025-03-28 00:03, success, 0.047127
2025-03-28 12:01, success, 0.045778
2025-03-29 00:03, success, 0.149058
2025-03-29 12:01, success, 0.092719
2025-03-30 00:03, success, 0.054221
2025-03-30 12:01, success, 0.048943
2025-03-31 00:03, success, 0.090437
2025-03-31 12:01, success, 0.049376
2025-04-01 00:03, success, 0.277380
2025-04-01 12:01, success, 0.047994
2025-04-02 00:03, success, 0.034045
2025-04-02 12:01, success, 0.053360
2025-04-03 00:03, success, 0.051059
2025-04-03 12:01, success, 0.043632
2025-04-04 00:03, success, 0.057432
2025-04-04 12:01, success, 0.036117
2025-04-05 00:03, success, 0.047725
2025-04-05 12:01, success, 0.057328
2025-04-06 00:03, success, 0.059789
2025-04-06 12:01, success, 0.045408
2025-04-07 00:03, success, 0.037680
2025-04-07 12:01, success, 0.059050
2025-04-08 00:03, success, 0.049950
2025-04-08 12:01, success, 0.035418
2025-04-09 00:03, success, 0.050588
2025-04-09 12:01, success, 0.072965
2025-04-10 00:03, success, 0.036952
2025-04-10 12:01, success, 0.041966
2025-04-11 00:03, success, 0.064200
2025-04-11 12:01, success, 0.055218
2025-04-12 00:02, success, 0.041664
2025-04-12 12:01, success, 0.063824
2025-04-13 00:27, success, 0.045548
2025-04-13 12:01, success, 0.060382
2025-04-14 00:03, success, 0.067487
2025-04-14 12:01, success, 0.056426
2025-04-15 00:03, success, 0.078368
2025-04-15 12:01, success, 0.046855
2025-04-16 00:03, success, 0.040039
2025-04-16 12:01, success, 0.058886
2025-04-17 00:03, success, 0.044807
2025-04-17 12:01, success, 0.043286
2025-04-18 00:03, success, 0.063589
2025-04-18 12:01, success, 0.045361
2025-04-19 00:03, success, 0.043645
2025-04-19 12:01, success, 0.048670
2025-04-20 00:03, success, 0.055678
2025-04-21 00:03, success, 0.055678
2025-04-20 06:30, success, 0
2025-04-20 06:35, success, 0
2025-04-21 01:20, success, 0
2025-04-22 01:17, success, 0
2025-04-23 02:03, success, 0
2025-04-24 02:04, success, 0
2025-04-25 02:04, success, 0
2025-04-26 01:59, success, 0
2025-04-27 02:13, success, 0
2025-04-28 02:07, success, 0
2025-04-29 02:05, success, 0
2025-04-30 02:04, success, 0
2025-05-01 02:19, success, 0
2025-05-02 02:05, success, 0
2025-05-03 02:02, success, 0
2025-05-04 02:20, success, 0
2025-05-05 02:14, success, 0
2025-05-06 02:06, success, 0
2025-05-07 02:07, success, 0
2025-05-08 02:08, success, 0
2025-05-09 02:07, success, 0
2025-05-10 02:02, success, 0
2025-05-11 02:18, success, 0
2025-05-12 02:16, success, 0
2025-05-13 02:08, success, 0
2025-05-14 02:07, success, 0
2025-05-15 02:06, success, 0
2025-05-16 02:08, success, 0
2025-05-17 02:05, success, 0
2025-05-18 04:43, success, 0
2025-05-19 02:19, success, 0
2025-05-20 02:10, success, 0
2025-05-21 02:08, success, 0
2025-05-22 02:08, success, 0
2025-05-23 02:08, success, 0
2025-05-24 02:03, success, 0
2025-05-25 02:23, success, 0
2025-05-26 02:17, success, 0
2025-05-27 02:07, success, 0
2025-05-28 02:10, success, 0
2025-05-29 02:09, success, 0
2025-05-30 02:07, success, 0
2025-05-31 02:06, success, 0
2025-06-01 02:35, success, 0
2025-06-02 02:20, success, 0
2025-06-03 02:16, success, 0
2025-06-04 02:17, success, 0
2025-06-05 02:15, success, 0
2025-06-06 02:13, success, 0
2025-06-07 02:08, success, 0
2025-06-08 02:26, success, 0
2025-06-09 02:22, success, 0
2025-06-10 02:18, success, 0
2025-06-11 02:17, success, 0
2025-06-12 02:16, success, 0
2025-06-12 13:20, failed, 0.199942
2025-06-13 02:17, success, 0
2025-06-14 02:07, success, 0
2025-06-15 02:27, success, 0
2025-06-16 02:21, success, 0
2025-06-17 02:18, success, 0
2025-06-18 02:17, success, 0
2025-06-19 02:18, success, 0
2025-06-20 02:17, success, 0
2025-06-21 02:10, success, 0
2025-06-22 02:27, success, 0
2025-06-23 02:25, success, 0
2025-06-24 02:19, success, 0
2025-06-25 02:19, success, 0
2025-06-26 02:18, success, 0
2025-06-27 02:19, success, 0
2025-06-28 02:09, success, 0
2025-06-29 02:30, success, 0
2025-06-30 02:24, success, 0
2025-07-01 02:31, success, 0
2025-07-02 02:18, success, 0
2025-07-03 02:19, success, 0
2025-07-04 02:18, success, 0
2025-07-05 02:08, success, 0
2025-07-06 02:28, success, 0
2025-07-07 02:25, success, 0
2025-07-08 02:20, success, 0
2025-07-09 02:21, success, 0
2025-07-10 02:21, success, 0
2025-07-11 02:24, success, 0
2025-07-12 02:24, success, 0
2025-07-13 02:33, success, 0
2025-07-14 02:29, success, 0
2025-07-15 02:28, success, 0
